0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
212,330,1119,790,599,924,1175,1293,1133,52,701,563,206,1303,1068,647,1295,1014,686,1282
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,686,1014,1282
1354,477,1024,1407,476,223,789,217,937,1334,1054,581,456,828,867,803,178,678,189,407
1091,937,1354,1314,283,132,913,414,331,1181,528,270,635,477,1331,768,476,427,1407,172
212,1119,330,789,599,1334,581,790,456,924,1293,563,1068,1354,1175,1024,1133,701,52,1303
283,913,132,331,270,1181,768,129,932,172,617,1289,1180,33,54,254,637,489,680,1022
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022
1354,477,1407,476,223,937,1024,1025,1054,1091,678,217,1056,117,178,189,407,791,1126,319
212,1119,330,599,1293,1068,563,789,790,581,456,1334,647,924,1295,236,1014,1423,1175,87
212,1119,330,599,790,924,1293,563,789,1068,1175,1133,701,1334,52,581,456,1303,206,647
789,1024,1334,1354,581,456,217,477,1407,1054,476,223,828,803,867,1423,178,189,407,791
212,1119,330,599,1293,1068,563,790,647,924,789,1295,236,581,456,1014,1334,87,1175,1133
212,789,1119,330,1334,581,456,1354,1024,599,477,1293,790,1068,217,1407,563,476,223,803
283,913,132,331,270,1181,768,172,129,254,617,932,637,1180,680,1289,33,54,1257,1091
212,330,1119,790,599,924,1175,1293,1133,701,52,563,1303,206,1068,647,1295,1014,686,1282
212,330,1119,790,599,924,1175,1293,1133,563,701,52,1068,206,1303,647,1295,1014,686,1282
1354,477,1407,476,223,1024,937,1054,217,678,1025,178,828,189,1056,407,867,117,1091,791
212,330,1119,790,924,599,1175,1133,701,52,1293,563,206,1303,1068,647,1295,1014,686,1282
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,206,563,1068,647,1295,686,1014,1282
789,581,1334,456,212,1119,330,1423,599,1068,1293,563,803,314,860,663,828,1162,867,549
789,1024,1334,1354,581,456,217,477,1407,1054,476,803,828,223,867,1423,178,189,407,791
212,330,1119,790,924,599,1175,1133,701,52,1293,563,1303,206,1068,647,1295,1014,686,1282
1354,283,913,132,331,270,477,1181,937,1407,768,476,223,129,932,1289,617,172,1024,1180
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,637,33,54,680,489,1022
789,1334,1354,1024,581,456,477,1407,217,476,223,1054,212,803,828,867,1423,1119,330,178
212,1119,330,789,581,1334,456,599,1068,1293,563,1423,790,647,924,1295,236,803,1014,87
212,330,1119,790,924,599,1175,1293,1133,52,701,563,206,1303,1068,647,1295,1014,686,1282
789,1334,581,456,212,1423,1119,803,330,1024,828,217,867,599,314,860,1068,1162,663,1054
1354,937,477,1407,476,223,1091,1024,1025,1054,678,217,1314,528,635,1056,414,117,1331,178
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,206,563,1068,647,1295,686,1014,1282
1091,283,132,913,331,1181,270,768,937,172,254,637,680,129,617,932,1257,1180,1289,33
1354,937,477,1091,476,1407,223,1024,1025,1314,1054,528,635,414,1331,678,427,217,1056,117
212,1119,330,599,1293,1068,563,790,647,924,1295,789,236,581,456,1014,1334,87,1175,1133
212,330,1119,790,599,924,1175,1293,701,1133,52,563,1068,1303,206,789,647,581,1334,456
283,913,132,331,270,1181,768,129,932,617,172,1289,1180,33,54,254,637,489,680,1022
212,701,330,924,790,1175,1119,1133,52,1303,206,599,337,1293,563,1068,647,360,522,1295
337,522,559,1363,958,701,1303,1175,1133,52,206,541,924,605,552,360,1103,106,790,505
283,913,132,331,270,1181,768,129,932,172,617,1289,1180,33,54,254,637,489,680,1022
212,789,1119,581,456,1334,330,599,1068,1293,1423,563,647,236,790,803,663,314,860,1295
789,1024,1334,1354,581,456,477,217,1407,476,1054,223,803,828,867,1423,178,212,189,407
1354,477,1024,1407,476,223,217,1054,789,1334,581,456,937,828,867,803,178,678,189,407
1354,477,937,1407,476,223,1024,1091,1054,217,1025,678,178,1056,117,189,407,791,1126,319
789,1024,1334,1354,581,456,477,217,1407,476,1054,223,828,803,867,1423,178,212,189,407
789,1334,581,456,212,1119,1423,330,599,1068,803,1293,563,828,314,860,1024,867,663,217
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,337,686,1014
212,330,1119,790,924,599,1175,1133,701,1293,52,563,1303,206,1068,647,1295,1014,686,1282
212,330,1119,790,924,1175,701,599,1133,52,1303,206,1293,563,1068,647,1295,686,337,1282
283,913,1183,331,132,1289,270,420,1181,932,129,489,617,768,1180,33,54,915,1338,1322
212,330,1119,790,599,924,1293,1175,563,701,1133,52,1068,1303,206,647,789,1295,581,1334
212,330,1119,599,790,924,1293,1175,563,701,1133,52,1068,1303,206,647,789,1295,581,1334
1354,937,477,1407,476,223,1091,1024,1025,1054,217,678,1314,1056,178,117,528,635,414,1331
212,330,1119,790,599,924,1175,1293,1133,52,701,563,206,1303,1068,647,1295,1014,686,1282
789,1354,1024,1334,581,456,477,1407,217,476,223,1054,828,803,867,212,1423,178,189,1119
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
212,330,1119,599,790,924,1293,563,1175,1068,1133,52,701,206,1303,647,1295,1014,789,686
789,1334,581,456,1024,1354,477,217,212,1407,1054,476,803,223,828,867,1423,1119,330,178
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,206,563,1068,647,1295,686,1014,1282
789,1024,1334,1354,581,456,477,217,1407,476,1054,223,803,828,867,1423,178,212,189,407
1354,212,789,1334,1024,581,1119,456,477,330,1407,476,223,217,599,1054,828,803,867,790
212,1119,330,599,790,924,1293,789,563,1068,1175,1334,581,456,1133,701,52,1303,206,647
937,1354,1091,477,476,1407,223,1024,1314,1025,528,414,635,1331,283,427,913,132,331,1054
1354,1024,477,1407,476,223,217,789,1334,1054,581,456,828,867,803,178,189,407,678,791
789,1334,581,1024,456,1354,477,217,1407,1054,476,223,803,212,828,867,1423,1119,330,178
212,1354,789,1119,1334,330,1024,581,456,477,1407,476,223,599,217,1054,790,828,803,1293
1354,477,1407,476,937,223,1024,1025,1091,1054,678,217,1056,117,178,189,407,791,1126,319
283,913,132,331,270,1181,768,129,932,1289,617,172,1180,33,54,489,254,637,680,1183
789,1334,581,456,1024,217,1354,803,828,1054,867,1423,477,1407,476,223,178,189,407,212
212,1119,330,789,599,1334,581,790,456,924,1293,563,1068,1354,1175,1024,1133,701,52,1303
212,330,1119,790,599,924,1175,1293,701,1133,52,563,1068,1303,206,789,647,581,1334,456
212,330,1119,790,924,1175,701,599,1133,52,1303,206,1293,563,1068,647,1295,337,686,360
212,1354,1119,789,330,1334,581,1024,456,477,1407,599,476,223,217,790,1054,1293,924,1068
212,1119,330,789,599,1334,581,456,790,1293,924,1068,563,1024,1354,1175,1133,52,647,701
283,1183,913,331,132,1289,270,420,932,1181,129,489,617,768,1180,33,54,915,1338,1322
1183,283,913,331,132,1289,270,420,932,1181,129,489,617,1180,768,33,915,54,1338,1322
789,1024,1334,581,456,1354,217,1054,477,803,828,1407,867,476,223,1423,178,189,407,791
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,789,337,581
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
283,913,132,331,270,1181,768,172,129,617,254,932,637,1180,680,1289,33,54,1257,489
283,913,132,331,270,1181,768,129,932,172,617,1289,1180,33,54,254,637,489,680,1022
789,1334,581,456,1024,1354,217,477,212,1407,803,1054,828,476,223,867,1423,1119,330,178
212,330,1119,790,924,599,1175,1133,701,52,1303,1293,206,563,1068,647,1295,686,1014,1282
212,330,1119,790,599,924,1175,701,1133,52,1293,1303,563,206,1068,789,1334,581,647,456
212,330,1119,790,924,1175,701,1133,52,599,1303,206,1293,563,1068,647,1295,686,337,1282
212,1354,789,1119,1334,330,1024,581,456,477,1407,476,223,599,217,1054,790,828,803,1293
937,1354,1091,477,476,1407,223,1314,1025,528,635,414,1331,1024,427,678,485,1054,1056,117
212,1119,330,789,1354,1334,581,456,1024,599,477,1407,790,476,223,217,1293,924,1068,563
789,1024,1334,1354,581,456,217,477,1407,1054,476,803,828,223,867,1423,178,189,407,791
789,1334,581,456,1024,1354,477,217,1407,1054,476,803,223,212,828,867,1423,1119,330,178
212,330,1119,599,790,924,1293,563,1068,647,1175,1133,52,1295,206,701,1303,1014,236,686
789,1334,581,456,1024,217,803,1423,828,867,1054,1354,212,477,1407,476,223,178,1119,189
789,1334,581,456,212,1423,1119,330,803,1024,217,828,867,599,1068,1054,1293,314,860,563
1354,1024,477,789,212,1334,1407,476,581,223,456,1119,330,217,1054,937,599,828,803,867
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,637,33,680,54,489,1257
789,1024,1334,1354,581,456,477,217,1407,476,1054,223,828,803,867,1423,178,189,407,212
559,1363,958,522,541,786,337,758,1429,874,106,435,505,720,605,1150,510,552,192,1260
789,1334,581,456,1024,217,803,1423,828,867,1354,1054,477,212,1407,476,223,178,189,407
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
212,1119,789,330,1334,581,456,599,1293,1068,563,790,1024,1423,924,803,217,647,1354,828
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,637,54,680,489,1022
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,637,33,54,680,489,1022
283,1183,913,331,132,1289,270,420,932,1181,129,489,617,1180,768,33,915,54,1338,1322
789,1334,1354,1024,581,456,477,1407,217,476,223,212,1054,803,828,867,1119,1423,330,178
212,330,1119,790,599,924,1175,1293,1133,701,52,563,1068,1303,206,647,1295,1014,686,789
212,330,1119,790,599,924,1175,789,701,1293,1133,52,563,1303,1334,1068,581,206,456,647
283,913,331,132,270,1181,1289,768,129,932,617,1183,1180,489,172,33,54,915,136,265
283,913,331,132,270,1181,1289,768,129,932,617,1183,1180,489,172,33,54,915,136,265
212,1119,330,599,1293,1068,563,790,647,924,1295,789,236,581,1014,456,1334,87,1175,1133
789,212,581,1334,456,1119,330,599,1423,1068,1293,563,803,647,314,663,860,236,1162,790
1354,477,1407,1024,476,223,937,212,789,1334,581,456,1119,217,330,1054,828,867,803,599
212,1119,330,599,1293,1068,563,790,647,924,1295,236,1014,789,581,456,1175,1334,87,1133
1354,212,789,1334,1024,1119,581,456,330,477,1407,476,223,217,599,1054,828,803,867,790
283,913,132,331,270,1181,768,172,129,254,617,932,637,680,1180,1289,1091,33,54,1257
212,1119,330,1354,789,1334,1024,599,581,477,456,790,1407,924,476,223,1293,1175,563,701
212,1119,330,599,1293,1068,563,790,789,647,581,456,924,1334,1295,236,1014,87,1423,1175
212,330,1119,790,924,1175,701,1133,599,52,1303,206,1293,563,1068,647,1295,686,337,1282
1354,1024,477,1407,476,223,217,1054,789,1334,581,456,828,937,867,803,178,678,189,407
212,330,1119,599,790,924,1293,563,1068,1175,1133,52,701,206,1303,647,1295,789,581,1014
283,913,331,132,270,1183,1289,1181,932,129,768,617,1180,489,33,54,172,420,915,1338
559,1363,283,913,1183,522,331,132,958,270,1289,1181,932,129,420,617,489,768,337,1180
559,1363,958,522,1183,541,283,913,420,337,331,786,1289,132,270,489,932,129,1181,617
789,1334,581,456,212,1119,1423,330,803,599,1024,828,217,1068,867,1293,563,1054,314,860
212,1119,330,599,789,790,1334,581,924,1293,456,563,1068,1175,1133,52,701,647,206,1303
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,206,563,1068,647,1295,686,1014,1282
789,1024,1334,1354,581,456,217,477,1407,1054,476,223,828,803,867,1423,178,189,407,791
283,1354,913,132,331,270,1181,768,477,937,129,932,1289,617,172,1407,476,1180,223,33
1354,477,1407,1024,476,223,1054,217,937,828,867,178,678,189,803,407,1334,1056,791,1126
283,1183,913,331,132,1289,270,420,932,1181,129,489,617,1180,768,33,915,54,1338,1322
1354,1024,477,1407,217,476,223,1054,1334,789,828,867,803,581,456,178,189,407,791,1126
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,563,206,1068,647,1295,686,1014,1282
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
1354,477,1407,476,223,1024,937,1054,217,678,1091,1025,828,178,867,189,1056,407,117,791
212,330,1119,790,924,701,1175,1133,52,1303,599,206,1293,563,1068,337,647,1295,686,360
789,1334,581,456,212,1423,1119,330,803,1024,217,828,867,599,1054,1068,1293,314,860,563
1091,937,1314,1354,414,528,635,1331,283,427,132,913,1181,331,270,477,768,476,172,254
559,1363,522,958,337,283,913,1183,331,541,132,270,1289,420,1181,932,129,489,617,768
559,1363,522,958,337,541,786,1429,758,874,106,505,605,552,701,720,435,1303,1150,510
1183,420,283,913,331,1289,132,270,489,932,129,215,617,1181,1180,915,1338,1322,165,1270
789,1334,1024,1354,581,456,477,217,1407,476,1054,223,803,828,867,1423,178,212,189,407
789,1334,581,456,1024,217,803,1423,828,867,1054,1354,212,477,1407,1119,476,223,178,330
212,330,1119,599,790,924,1293,1175,563,1068,701,1133,52,1303,206,789,647,581,1334,456
283,1091,913,132,331,270,1181,768,172,129,254,617,932,637,680,1180,1289,937,33,54
212,330,1119,790,924,599,1175,1133,701,52,1303,206,1293,563,1068,647,1295,686,1014,1282
212,1119,789,330,581,456,1334,599,1068,1293,563,1423,647,790,236,1295,87,1014,924,663
559,1363,958,522,541,337,786,758,1429,874,106,1183,505,420,605,435,720,552,701,215
283,913,331,132,270,1181,768,1289,129,932,617,1180,172,1183,489,33,54,1022,915,136
559,1363,958,522,541,337,786,758,1429,874,106,505,605,552,701,720,435,1183,420,1303
283,913,331,132,270,1181,768,1289,129,932,617,1180,172,33,489,54,1183,637,254,1022
212,1119,330,789,581,456,1334,599,1068,1293,563,1423,790,647,236,1295,924,1014,87,803
701,1175,1303,1133,52,337,206,924,790,522,360,1103,330,686,559,156,1119,212,1100,987
212,1119,330,599,1293,1068,563,790,647,924,1295,236,1014,789,1175,581,456,1133,52,206
283,913,132,331,270,1181,1354,768,129,932,1289,617,172,1180,33,477,54,937,489,254
789,1334,581,456,212,1024,1119,1423,330,217,803,1354,828,867,1054,599,477,1407,476,223
283,913,132,331,270,1181,768,129,932,172,617,1289,1180,33,54,254,637,489,680,1022
283,913,132,331,270,1181,768,1289,129,932,617,1180,172,33,54,489,1183,637,254,1022
283,913,132,331,270,1181,768,172,129,254,617,932,637,1180,680,1289,33,54,1257,1091
559,1363,958,522,541,786,758,337,874,1429,435,106,1150,1183,505,510,420,1260,496,192
1354,789,1334,1024,581,456,212,477,1407,476,223,217,1119,330,1054,828,803,867,1423,599
212,1119,330,599,789,581,1293,1068,456,1334,563,790,647,924,1295,1423,236,1014,1175,87
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,254,33,54,637,680,489,1022
283,1183,913,331,132,1289,270,420,932,1181,129,489,617,1180,768,33,915,54,1338,1322
283,913,331,1183,132,270,1289,1181,932,129,617,489,768,1180,420,33,54,915,1338,1322
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
789,1334,581,456,1024,217,803,1423,828,867,1054,1354,477,212,1407,476,223,178,189,407
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
789,212,581,1334,456,1119,330,599,1423,1068,1293,563,803,647,314,663,860,236,790,1162
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1091
559,1363,958,522,541,786,337,758,1429,874,435,106,505,1150,510,1260,192,496,720,1183
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,789,581,337
1354,1024,789,1334,477,581,1407,456,476,223,217,1054,828,803,867,212,178,1423,189,407
1354,477,1407,476,937,223,1024,1025,1054,1091,678,217,1056,117,178,189,407,791,1126,319
1354,937,477,476,1407,223,1091,1024,1025,1314,528,635,414,1331,1054,678,427,217,1056,117
212,330,1119,790,599,924,1175,1293,1133,701,52,563,1303,206,1068,647,1295,1014,686,1282
1354,477,1407,476,223,937,1024,1054,217,1025,678,178,1056,117,189,407,791,1126,319,239
212,330,1119,790,599,924,1175,701,1133,52,1293,1303,563,206,1068,789,647,1334,581,456
212,330,1119,790,599,924,1175,1293,1133,701,52,563,1303,1068,206,647,1295,789,1014,686
1354,789,1024,1334,581,456,477,1407,217,476,223,1054,828,803,212,867,1423,1119,178,330
789,1334,581,456,212,1119,1423,330,599,1068,803,1293,563,828,1024,314,867,860,217,663
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,206,563,1068,647,1295,686,1014,1282
212,330,1119,790,924,701,1175,1133,52,1303,599,206,283,913,132,1354,331,337,270,1181
212,1119,330,599,1293,1068,563,790,647,924,1295,789,236,1014,581,456,1334,1175,1133,87
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,637,54,680,489,1091
1354,477,1407,476,223,1024,937,1054,217,1025,678,178,1056,117,189,407,791,1126,319,239
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,563,206,1068,647,1295,686,1014,1282
1091,283,132,913,331,270,1181,768,172,254,937,637,129,680,617,932,1180,1257,1289,33
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,720,1260,192,496,320
283,913,132,331,270,1181,768,172,129,932,617,254,1180,637,1289,680,33,54,1257,489
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,686,1014,1282
283,913,132,331,270,1181,768,172,129,932,617,254,1289,1180,637,680,33,54,1257,489
1091,937,283,913,132,331,270,1181,768,172,254,1314,637,129,680,617,932,1180,1257,1289
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,54,254,637,489,680,1022
212,330,1119,790,924,1175,599,701,1133,52,1303,206,1293,563,1068,647,1295,337,686,1014
789,1334,1354,1024,581,456,477,1407,217,476,223,1054,803,828,212,867,1423,1119,178,330
212,1119,789,330,581,456,1334,599,1068,1293,563,1423,647,790,236,1295,87,663,1014,314
212,1119,330,599,1068,1293,789,563,581,456,1334,790,647,924,1295,236,1014,1423,87,1175
559,1363,786,958,522,541,758,1183,420,215,874,1429,165,337,283,913,1046,1289,489,331
789,1334,1354,1024,581,456,477,217,1407,476,223,1054,803,828,867,212,1423,1119,178,189
212,1119,330,599,1293,1068,563,790,924,789,647,581,456,1295,1334,1175,1133,52,236,1014
212,330,1119,790,924,599,1175,1133,701,52,1303,1293,206,563,1068,647,1295,686,1014,1282
789,1334,581,456,212,1119,1423,330,803,599,1024,828,1068,217,867,1293,563,1054,314,860
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
559,1363,522,958,337,541,1429,786,106,874,758,505,605,552,720,701,1303,435,1200,192
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,686,1014,1282
789,1354,1334,1024,581,456,477,1407,217,476,223,1054,803,828,212,867,1423,1119,178,330
212,1119,789,330,581,1334,456,599,1068,1293,563,1423,647,790,236,1295,924,803,87,314
212,330,1119,790,924,701,1175,1133,52,599,1303,206,1293,563,1068,647,337,1295,686,360
212,330,1119,790,924,599,1175,1133,701,52,1293,563,206,1303,1068,647,1295,1014,686,1282
789,1354,1024,1334,581,456,477,1407,217,476,223,1054,828,803,212,867,1423,1119,178,330
212,1119,330,599,790,1293,563,1068,924,647,1295,1175,1133,52,206,1014,236,701,1303,789
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,1183,1260,720,192,496
212,330,1119,790,599,924,1175,1293,1133,701,52,563,1303,206,1068,647,1295,1014,686,789
212,330,1119,790,599,924,1293,1175,563,1133,701,52,1068,1303,206,647,1295,789,581,1334
212,1119,330,599,789,790,1334,581,456,1293,924,1068,563,1175,1133,647,52,701,206,1303
212,330,1119,790,599,924,1293,1175,563,701,1133,52,1068,1303,206,647,789,1295,581,1334
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,54,254,637,489,680,1022
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,789,581,1334
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,720,1260,192,496,320
789,1334,581,456,1024,217,803,1423,828,212,1354,867,1054,477,1119,1407,476,223,330,178
1354,477,1024,1407,476,223,217,1054,789,1334,581,456,828,937,867,803,178,678,189,407
283,913,331,1183,132,270,1289,1181,932,129,617,768,489,1180,420,33,54,915,1338,172
789,1334,581,456,1024,1354,212,477,217,1407,1119,476,1054,223,803,828,330,867,1423,599
212,1119,330,789,1334,1354,581,456,1024,599,477,790,1407,476,1293,223,924,217,1068,563
789,1024,1354,1334,581,456,477,217,1407,476,223,1054,828,803,867,1423,178,189,407,212
1354,789,1334,212,1024,581,456,477,1119,1407,330,476,223,217,1054,828,803,599,867,1423
212,1119,330,599,790,789,1293,924,563,1068,1334,581,456,1175,1133,647,52,701,206,1303
559,1363,958,522,541,786,337,758,1429,874,106,435,505,1150,510,720,1260,192,496,320
559,1363,522,958,337,541,786,1429,874,758,106,701,605,505,552,720,1303,435,1175,1133
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,686,1014,1282
212,330,1119,790,924,599,1175,701,1133,52,1293,1303,206,563,1068,647,1295,789,686,337
212,330,1119,790,599,924,1293,563,1175,1068,1133,52,647,701,206,1303,1295,1014,686,236
212,330,1119,790,599,924,1293,563,1175,1133,52,1068,701,206,647,1303,1295,1014,686,1282
212,1119,330,599,1293,1068,563,790,924,647,1295,236,1014,1175,1133,52,206,789,701,1303
1354,477,1024,1407,476,223,217,1054,789,1334,581,456,937,828,867,803,178,678,189,407
789,1024,1334,581,456,1354,217,1054,477,803,828,1407,867,476,223,1423,178,189,407,791
212,1119,330,599,1068,1293,563,789,581,456,1334,790,647,924,1295,236,1014,1423,87,501
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,637,680,33,54,489,1257
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,563,206,1068,647,1295,686,1014,1282
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282
212,1119,330,789,581,456,599,1334,1068,1293,563,1423,647,790,236,1295,87,924,1014,663
1354,937,477,1407,476,223,1091,1024,1025,1054,1314,678,217,528,635,414,1331,427,1056,117
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022
212,1119,330,599,789,1068,1293,581,456,563,1334,790,647,1423,236,1295,924,1014,87,501
212,1119,330,599,1068,1293,563,790,789,647,581,456,924,1334,1295,236,1014,87,1423,1175
789,1334,581,456,1024,217,803,1423,828,867,1354,1054,212,477,1407,476,223,1119,178,189
212,330,1119,790,599,924,1293,563,1175,1068,1133,52,701,206,647,1303,1295,1014,686,1282
212,1119,330,789,581,456,1334,599,1068,1293,563,1423,647,790,236,1295,87,924,1014,663
212,330,1119,599,790,924,1293,1175,701,563,1133,52,1068,1303,789,206,1334,581,456,647
212,1119,330,599,1293,1068,563,790,647,924,1295,236,789,1014,581,456,1334,1175,87,1133
1183,420,283,913,1289,331,132,270,489,215,932,129,617,165,1181,915,1180,1322,1338,1270
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,254,54,637,680,489,1022
212,330,1119,790,924,599,1175,1133,701,52,1293,1303,206,563,1068,647,1295,686,1014,1282
1354,477,1407,1024,476,223,217,1054,937,828,1334,867,789,178,803,678,189,581,407,456
789,1334,581,456,1024,212,217,1423,803,1119,1354,828,330,867,1054,477,1407,599,476,223
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,254,54,637,680,489,1022
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,33,54,254,637,489,680,1022
212,330,1119,599,790,1293,924,563,1068,647,1175,1133,52,1295,206,701,1303,1014,236,686
789,1334,581,1024,1354,456,477,217,1407,476,223,212,1054,803,828,867,1423,1119,330,178
789,1334,1024,581,456,1354,217,1054,803,477,828,1407,867,476,223,1423,178,189,407,791
1354,283,913,132,331,270,1181,768,477,937,129,932,1289,1407,617,172,476,223,1180,33
212,1119,330,599,1293,1068,563,790,647,924,1295,236,789,1014,581,456,1334,87,1175,1133
1354,477,1407,476,937,223,1024,1025,1091,1054,678,217,1056,117,178,189,407,791,1126,319
283,913,132,331,270,1181,768,1091,172,129,932,617,1289,1180,254,637,937,680,33,54
789,212,581,1334,456,1119,330,599,1423,1068,1293,563,803,647,314,663,860,236,1162,790
337,701,522,1303,1175,1133,559,52,1363,206,958,924,790,360,1103,605,552,541,156,1100
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,254,33,54,637,680,489,1022
212,1354,1119,330,789,477,1024,1334,599,581,1407,790,456,476,223,924,1175,1293,701,1133
1091,937,1354,1314,414,528,635,1331,283,427,477,132,913,476,331,1181,270,1407,223,768
212,330,1119,790,599,924,1293,1175,563,701,1133,52,1068,1303,206,647,789,1295,581,1334
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,686,1014,1282
212,330,1119,599,790,924,1293,563,1175,1068,1133,701,52,1303,206,789,647,581,1334,456
212,1119,330,599,789,1293,1068,581,1334,456,563,790,924,647,1295,1423,236,1175,1014,1133
1354,477,937,1407,476,223,1024,1091,1054,217,1025,678,178,1056,117,189,407,791,1126,319
789,1334,581,456,212,1119,330,1423,599,1024,803,217,1068,828,867,1293,563,1054,314,860
