,UserId,VenueId,TimeZone,Latitude,Longitude,Category,City,CountryCode,Time,Date,Local_Time,L1_Category,RegionId,R_Latitude,R_Longitude,#checked_region,active_regionId_1,active_regionId_2,time_sort,Local_Time_True
4172,37039,4ebf070fd3e3700a5b33c3b7,-360,50.920102,-113.94744,Home (private),Calgary,CA,23:50:26,2012403,3/4/2012 23:50,Residence,4,50.94184936,-113.9709723,6,0,-1,3/4/2012 23:50,3/4/2012 17:50
784,5554,4b3a6a5af964a520ca6625e3,-360,51.040719,-114.078641,Medical Center,Calgary,CA,0:05:03,2012404,4/4/2012 0:05,Professional & Other Places,3,51.04521019,-114.0721947,8,3,-1,4/4/2012 0:05,3/4/2012 18:05
8633,215193,4b7a26c3f964a520b0242fe3,-360,50.942127,-114.047176,Brewery,Calgary,CA,0:12:05,2012404,4/4/2012 0:12,Nightlife Spot,5,50.90766896,-114.0744693,5,2,-1,4/4/2012 0:12,3/4/2012 18:12
2097,18568,4c82ea6d47cc224b10008b9f,-360,51.037858,-114.083022,Vegetarian / Vegan Restaurant,Calgary,CA,0:26:55,2012404,4/4/2012 0:26,Food,3,51.04521019,-114.0721947,5,3,6,4/4/2012 0:26,3/4/2012 18:26
2482,20101,4ba96258f964a5208c233ae3,-360,51.037715,-114.079571,Drugstore / Pharmacy,Calgary,CA,0:42:42,2012404,4/4/2012 0:42,Shop & Service,3,51.04521019,-114.0721947,8,8,3,4/4/2012 0:42,3/4/2012 18:42
6001,79254,4b853c60f964a5202c5231e3,-360,51.078278,-114.131478,Student Center,Calgary,CA,1:18:07,2012404,4/4/2012 1:18,College & University,1,51.08435347,-114.1442215,5,3,-1,4/4/2012 1:18,3/4/2012 19:18
8896,230804,4b50ac92f964a520c62c27e3,-360,50.993306,-114.070747,BBQ Joint,Calgary,CA,1:27:18,2012404,4/4/2012 1:27,Food,2,50.9840273,-114.0676628,2,3,-1,4/4/2012 1:27,3/4/2012 19:27
9218,255357,4b0586e6f964a5209d7322e3,-360,51.051856,-114.070187,Hotel,Calgary,CA,2:54:48,2012404,4/4/2012 2:54,Travel & Transport,3,51.04521019,-114.0721947,5,1,-1,4/4/2012 2:54,3/4/2012 20:54
5236,50019,4ef774de6c25c411eb4c18eb,-360,51.027603,-114.063072,Home (private),Calgary,CA,3:37:40,2012404,4/4/2012 3:37,Residence,3,51.04521019,-114.0721947,5,3,-1,4/4/2012 3:37,3/4/2012 21:37
5237,50019,4e1dfc8f6284d5831b40018b,-360,51.046598,-114.067877,City,Calgary,CA,3:37:26,2012404,4/4/2012 3:37,Outdoors & Recreation,3,51.04521019,-114.0721947,5,3,-1,4/4/2012 3:37,3/4/2012 21:37
3459,27335,4b0586e7f964a520f87322e3,-360,51.037895,-114.078547,Bar,Calgary,CA,4:14:55,2012404,4/4/2012 4:14,Nightlife Spot,3,51.04521019,-114.0721947,5,3,-1,4/4/2012 4:14,3/4/2012 22:14
1577,15239,4b8ecc84f964a520d33733e3,-360,51.052753,-114.094348,Gas Station / Garage,Calgary,CA,4:37:41,2012404,4/4/2012 4:37,Shop & Service,3,51.04521019,-114.0721947,8,3,-1,4/4/2012 4:37,3/4/2012 22:37
3460,27335,4c4beed19e6dbe9a577ac10c,-360,51.041959,-114.082709,Pub,Calgary,CA,4:38:19,2012404,4/4/2012 4:38,Nightlife Spot,3,51.04521019,-114.0721947,5,3,-1,4/4/2012 4:38,3/4/2012 22:38
1578,15239,4ea24e90e5facb29c737f20b,-360,51.036833,-114.071503,Home (private),Calgary,CA,4:48:34,2012404,4/4/2012 4:48,Residence,3,51.04521019,-114.0721947,8,3,-1,4/4/2012 4:48,3/4/2012 22:48
5509,53896,4b54c690f964a520eccb27e3,-360,50.996823,-114.065595,Light Rail,Calgary,CA,10:24:02,2012404,4/4/2012 10:24,Travel & Transport,2,50.9840273,-114.0676628,2,3,-1,4/4/2012 10:24,4/4/2012 4:24
5510,53896,4b54c690f964a520eccb27e3,-360,50.996823,-114.065595,Light Rail,Calgary,CA,10:34:23,2012404,4/4/2012 10:34,Travel & Transport,2,50.9840273,-114.0676628,2,3,-1,4/4/2012 10:34,4/4/2012 4:34
5511,53896,4b54c741f964a5200ccc27e3,-360,51.017497,-114.061432,Light Rail,Calgary,CA,10:35:04,2012404,4/4/2012 10:35,Travel & Transport,3,51.04521019,-114.0721947,2,3,-1,4/4/2012 10:35,4/4/2012 4:35
2098,18568,4e70b12ad4c03fcb656f879e,-360,51.101651,-114.032399,Airport Terminal,Calgary,CA,11:11:10,2012404,4/4/2012 11:11,Travel & Transport,6,51.13595686,-114.0478197,5,3,6,4/4/2012 11:11,4/4/2012 5:11
8176,183674,4b2673a0f964a520ba7b24e3,-360,51.154671,-114.054129,Coffee Shop,Calgary,CA,11:58:31,2012404,4/4/2012 11:58,Drink,6,51.13595686,-114.0478197,7,5,-1,4/4/2012 11:58,4/4/2012 5:58
6375,88398,4e29bf89d164223a696f109c,-360,50.99008,-113.961183,Office,Calgary,CA,12:21:13,2012404,4/4/2012 12:21,Professional & Other Places,4,50.94184936,-113.9709723,4,4,-1,4/4/2012 12:21,4/4/2012 6:21
4173,37039,4ba0df3cf964a520a38337e3,-360,51.080938,-114.025644,Coffee Shop,Calgary,CA,12:35:26,2012404,4/4/2012 12:35,Drink,0,51.07113762,-113.9839832,6,0,-1,4/4/2012 12:35,4/4/2012 6:35
2781,21272,4e8c94e34901755a2e2581ef,-360,50.897533,-114.051023,Home (private),Calgary,CA,13:35:58,2012404,4/4/2012 13:35,Residence,5,50.90766896,-114.0744693,3,3,-1,4/4/2012 13:35,4/4/2012 7:35
6000,79254,4b6ec387f964a5207fc92ce3,-360,51.12423,-114.20473,Coffee Shop,Calgary,CA,13:36:21,2012404,4/4/2012 13:36,Drink,8,51.11557161,-114.1962583,5,3,-1,4/4/2012 13:36,4/4/2012 7:36
3068,21588,4d97966f647d8cfac097d93d,-360,51.019438,-114.205391,Office,Calgary,CA,13:37:07,2012404,4/4/2012 13:37,Professional & Other Places,7,51.01945284,-114.133794,4,2,-1,4/4/2012 13:37,4/4/2012 7:37
2483,20101,4d36ed3038f23704f4152ab0,-360,51.08427,-114.21987,Skating Rink,Calgary,CA,13:46:03,2012404,4/4/2012 13:46,Outdoors & Recreation,8,51.11557161,-114.1962583,8,8,3,4/4/2012 13:46,4/4/2012 7:46
8980,234334,4b0586f0f964a520017722e3,-360,51.064807,-114.132841,Hospital,Calgary,CA,14:00:13,2012404,4/4/2012 14:00,Professional & Other Places,1,51.08435347,-114.1442215,5,3,-1,4/4/2012 14:00,4/4/2012 8:00
2270,19012,4f32b836e4b0e6be3c743487,-360,51.037905,-114.071595,Government Building,Calgary,CA,14:18:58,2012404,4/4/2012 14:18,Professional & Other Places,3,51.04521019,-114.0721947,6,3,2,4/4/2012 14:18,4/4/2012 8:18
2782,21272,4b0586e9f964a520c97422e3,-360,51.049157,-114.077498,Monument / Landmark,Calgary,CA,14:27:24,2012404,4/4/2012 14:27,Professional & Other Places,3,51.04521019,-114.0721947,3,3,-1,4/4/2012 14:27,4/4/2012 8:27
2783,21272,4f28978de4b0817afc6214a5,-360,51.048649,-114.078418,Caf,Calgary,CA,14:31:01,2012404,4/4/2012 14:31,Drink,3,51.04521019,-114.0721947,3,3,-1,4/4/2012 14:31,4/4/2012 8:31
6178,87550,4c880524bbec6dcb9678d058,-360,51.064135,-114.086913,College Academic Building,Calgary,CA,15:00:52,2012404,4/4/2012 15:00,College & University,3,51.04521019,-114.0721947,4,3,-1,4/4/2012 15:00,4/4/2012 9:00
8177,183674,4b5ba2d4f964a520aa0c29e3,-360,51.040827,-114.06559,Coffee Shop,Calgary,CA,16:19:18,2012404,4/4/2012 16:19,Drink,3,51.04521019,-114.0721947,7,5,-1,4/4/2012 16:19,4/4/2012 10:19
5077,49529,4b0586e9f964a520b07422e3,-360,51.045246,-114.080915,Nightclub,Calgary,CA,17:40:46,2012404,4/4/2012 17:40,Nightlife Spot,3,51.04521019,-114.0721947,6,3,-1,4/4/2012 17:40,4/4/2012 11:40
2484,20101,4d36ed3038f23704f4152ab0,-360,51.08427,-114.21987,Skating Rink,Calgary,CA,18:04:40,2012404,4/4/2012 18:04,Outdoors & Recreation,8,51.11557161,-114.1962583,8,8,3,4/4/2012 18:04,4/4/2012 12:04
6179,87550,4b84397bf964a520ae2831e3,-360,51.064729,-114.08761,Coffee Shop,Calgary,CA,18:10:07,2012404,4/4/2012 18:10,Drink,3,51.04521019,-114.0721947,4,3,-1,4/4/2012 18:10,4/4/2012 12:10
2271,19012,4f32b836e4b0e6be3c743487,-360,51.037905,-114.071595,Government Building,Calgary,CA,18:25:51,2012404,4/4/2012 18:25,Professional & Other Places,3,51.04521019,-114.0721947,6,3,2,4/4/2012 18:25,4/4/2012 12:25
2485,20101,4d36ed3038f23704f4152ab0,-360,51.08427,-114.21987,Skating Rink,Calgary,CA,18:26:27,2012404,4/4/2012 18:26,Outdoors & Recreation,8,51.11557161,-114.1962583,8,8,3,4/4/2012 18:26,4/4/2012 12:26
8114,176397,4b3fcbf7f964a520feae25e3,-360,51.115835,-114.069843,Grocery Store,Calgary,CA,18:29:08,2012404,4/4/2012 18:29,Shop & Service,6,51.13595686,-114.0478197,4,8,1,4/4/2012 18:29,4/4/2012 12:29
7958,174234,4b0586edf964a5202c7622e3,-360,50.996634,-114.073963,Mall,Calgary,CA,19:08:42,2012404,4/4/2012 19:08,Shop & Service,2,50.9840273,-114.0676628,2,3,-1,4/4/2012 19:08,4/4/2012 13:08
1576,15239,4b8c2b39f964a520f0c132e3,-360,51.041939,-114.089416,Coffee Shop,Calgary,CA,19:27:07,2012404,4/4/2012 19:27,Drink,3,51.04521019,-114.0721947,8,3,-1,4/4/2012 19:27,4/4/2012 13:27
5512,53896,4c96612d533aa0932c46d145,-360,50.961457,-114.074266,Grocery Store,Calgary,CA,21:28:47,2012404,4/4/2012 21:28,Shop & Service,2,50.9840273,-114.0676628,2,3,-1,4/4/2012 21:28,4/4/2012 15:28
5078,49529,4bc90a7b937ca5937e1fa592,-360,50.985338,-114.052184,Hobby Shop,Calgary,CA,23:14:49,2012404,4/4/2012 23:14,Shop & Service,2,50.9840273,-114.0676628,6,3,-1,4/4/2012 23:14,4/4/2012 17:14
8296,191116,4b0586e9f964a520ac7422e3,-360,51.045559,-114.066979,Indian Restaurant,Calgary,CA,23:20:31,2012404,4/4/2012 23:20,Food,3,51.04521019,-114.0721947,3,3,-1,4/4/2012 23:20,4/4/2012 17:20
6681,113496,4ea99db3d3e30cbc440b03de,-360,51.07778,-114.124306,Office,Calgary,CA,23:49:15,2012404,4/4/2012 23:49,Professional & Other Places,1,51.08435347,-114.1442215,7,1,-1,4/4/2012 23:49,4/4/2012 17:49
785,5554,4ba990f7f964a520c62e3ae3,-360,50.905549,-114.064985,Grocery Store,Calgary,CA,23:51:13,2012404,4/4/2012 23:51,Shop & Service,5,50.90766896,-114.0744693,8,3,-1,4/4/2012 23:51,4/4/2012 17:51
7252,133809,4d563f3e9e508cfa7f210b9b,-360,51.062714,-113.952671,Home (private),Calgary,CA,23:51:35,2012404,4/4/2012 23:51,Residence,0,51.07113762,-113.9839832,6,3,-1,4/4/2012 23:51,4/4/2012 17:51
4174,37039,4ebf070fd3e3700a5b33c3b7,-360,50.920102,-113.94744,Home (private),Calgary,CA,0:02:49,2012405,5/4/2012 0:02,Residence,4,50.94184936,-113.9709723,6,0,-1,5/4/2012 0:02,4/4/2012 18:02
8233,188592,4b0586edf964a5201c7622e3,-360,51.017264,-114.189363,Church,Calgary,CA,0:11:29,2012405,5/4/2012 0:11,Professional & Other Places,7,51.01945284,-114.133794,4,3,7,5/4/2012 0:11,4/4/2012 18:11
8355,193643,4b0586e9f964a520967422e3,-360,51.008169,-114.068542,Bar,Calgary,CA,0:11:39,2012405,5/4/2012 0:11,Nightlife Spot,2,50.9840273,-114.0676628,5,2,-1,5/4/2012 0:11,4/4/2012 18:11
5513,53896,4b54c690f964a520eccb27e3,-360,50.996823,-114.065595,Light Rail,Calgary,CA,10:24:34,2012405,5/4/2012 10:24,Travel & Transport,2,50.9840273,-114.0676628,2,3,-1,5/4/2012 10:24,5/4/2012 4:24
5514,53896,4b54c690f964a520eccb27e3,-360,50.996823,-114.065595,Light Rail,Calgary,CA,10:36:06,2012405,5/4/2012 10:36,Travel & Transport,2,50.9840273,-114.0676628,2,3,-1,5/4/2012 10:36,5/4/2012 4:36
5515,53896,4b00c824f964a520164122e3,-360,51.048879,-114.067051,Office,Calgary,CA,10:57:21,2012405,5/4/2012 10:57,Professional & Other Places,3,51.04521019,-114.0721947,2,3,-1,5/4/2012 10:57,5/4/2012 4:57
5516,53896,4c96612d533aa0932c46d145,-360,50.961457,-114.074266,Grocery Store,Calgary,CA,14:08:54,2012406,6/4/2012 14:08,Shop & Service,2,50.9840273,-114.0676628,2,3,-1,6/4/2012 14:08,6/4/2012 8:08
5749,76333,4b141699f964a520229d23e3,-360,51.023975,-114.108795,Coffee Shop,Calgary,CA,15:30:34,2012406,6/4/2012 15:30,Drink,7,51.01945284,-114.133794,6,7,-1,6/4/2012 15:30,6/4/2012 9:30
6925,118330,4b1d2499f964a520350c24e3,-360,51.085746,-114.180509,Coffee Shop,Calgary,CA,15:45:21,2012406,6/4/2012 15:45,Drink,8,51.11557161,-114.1962583,7,3,-1,6/4/2012 15:45,6/4/2012 9:45
8234,188592,4b0586edf964a5201c7622e3,-360,51.017264,-114.189363,Church,Calgary,CA,15:48:23,2012406,6/4/2012 15:48,Professional & Other Places,7,51.01945284,-114.133794,4,3,7,6/4/2012 15:48,6/4/2012 9:48
7662,159687,4bd1e82fa8b3a59355ae665f,-360,51.050023,-114.063462,Bakery,Calgary,CA,15:58:15,2012406,6/4/2012 15:58,Food,3,51.04521019,-114.0721947,3,3,-1,6/4/2012 15:58,6/4/2012 9:58
1579,15239,4b8d5f1df964a520b6f732e3,-360,50.900895,-114.061689,Department Store,Calgary,CA,0:13:35,2012407,7/4/2012 0:13,Shop & Service,5,50.90766896,-114.0744693,8,3,-1,7/4/2012 0:13,6/4/2012 18:13
4799,47946,4b5e159df964a520d07c29e3,-360,51.088476,-114.062929,Coffee Shop,Calgary,CA,13:20:08,2012407,7/4/2012 13:20,Drink,3,51.04521019,-114.0721947,5,3,-1,7/4/2012 13:20,7/4/2012 7:20
7663,159687,4bd1e82fa8b3a59355ae665f,-360,51.050023,-114.063462,Bakery,Calgary,CA,15:28:28,2012407,7/4/2012 15:28,Food,3,51.04521019,-114.0721947,3,3,-1,7/4/2012 15:28,7/4/2012 9:28
6180,87550,4abe5ca5f964a520ff8c20e3,-360,51.131646,-114.01077,Airport,Calgary,CA,15:50:32,2012407,7/4/2012 15:50,Travel & Transport,6,51.13595686,-114.0478197,4,3,-1,7/4/2012 15:50,7/4/2012 9:50
5517,53896,4c96612d533aa0932c46d145,-360,50.961457,-114.074266,Grocery Store,Calgary,CA,15:52:52,2012407,7/4/2012 15:52,Shop & Service,2,50.9840273,-114.0676628,2,3,-1,7/4/2012 15:52,7/4/2012 9:52
2486,20101,4d2a15ceb818a35d3c6ba48a,-360,51.038285,-114.075322,Winery,Calgary,CA,16:21:10,2012407,7/4/2012 16:21,Professional & Other Places,3,51.04521019,-114.0721947,8,8,3,7/4/2012 16:21,7/4/2012 10:21
2272,19012,4f4ed4c4e4b06597b6d0f500,-360,50.962029,-114.109929,Home (private),Calgary,CA,16:46:42,2012407,7/4/2012 16:46,Residence,2,50.9840273,-114.0676628,6,3,2,7/4/2012 16:46,7/4/2012 10:46
2273,19012,4bc0dd67f8219c74c25cb210,-360,50.951749,-114.060917,Library,Calgary,CA,17:13:39,2012407,7/4/2012 17:13,Professional & Other Places,2,50.9840273,-114.0676628,6,3,2,7/4/2012 17:13,7/4/2012 11:13
6682,113496,4b67099af964a5203f362be3,-360,51.077315,-114.124668,College Academic Building,Calgary,CA,17:29:56,2012407,7/4/2012 17:29,College & University,1,51.08435347,-114.1442215,7,1,-1,7/4/2012 17:29,7/4/2012 11:29
4175,37039,4e1dfc8f6284d5831b40018b,-360,51.046598,-114.067877,City,Calgary,CA,19:13:59,2012407,7/4/2012 19:13,Outdoors & Recreation,3,51.04521019,-114.0721947,6,0,-1,7/4/2012 19:13,7/4/2012 13:13
2274,19012,4d4b54f8d28f37040b42f222,-360,51.0017,-114.063975,Vietnamese Restaurant,Calgary,CA,19:13:04,2012407,7/4/2012 19:13,Food,2,50.9840273,-114.0676628,6,3,2,7/4/2012 19:13,7/4/2012 13:13
6683,113496,4ea99db3d3e30cbc440b03de,-360,51.07778,-114.124306,Office,Calgary,CA,19:25:45,2012407,7/4/2012 19:25,Professional & Other Places,1,51.08435347,-114.1442215,7,1,-1,7/4/2012 19:25,7/4/2012 13:25
6105,86517,4f5d1285e4b0cfc5e253c03f,-360,51.129164,-114.156058,Home (private),Calgary,CA,19:28:11,2012407,7/4/2012 19:28,Residence,8,51.11557161,-114.1962583,5,8,1,7/4/2012 19:28,7/4/2012 13:28
7511,148455,4b0586edf964a5202c7622e3,-360,50.996634,-114.073963,Mall,Calgary,CA,20:24:47,2012407,7/4/2012 20:24,Shop & Service,2,50.9840273,-114.0676628,3,2,-1,7/4/2012 20:24,7/4/2012 14:24
4176,37039,4ebf070fd3e3700a5b33c3b7,-360,50.920102,-113.94744,Home (private),Calgary,CA,21:04:02,2012407,7/4/2012 21:04,Residence,4,50.94184936,-113.9709723,6,0,-1,7/4/2012 21:04,7/4/2012 15:04
8297,191116,4bc570226c26b7137b55ebf3,-360,50.984127,-114.072504,Farmers Market,Calgary,CA,21:05:40,2012407,7/4/2012 21:05,Shop & Service,2,50.9840273,-114.0676628,3,3,-1,7/4/2012 21:05,7/4/2012 15:05
2784,21272,4b6c7c4af964a520ee3d2ce3,-360,50.980506,-114.041948,Furniture / Home Store,Calgary,CA,21:14:52,2012407,7/4/2012 21:14,Shop & Service,2,50.9840273,-114.0676628,3,3,-1,7/4/2012 21:14,7/4/2012 15:14
2487,20101,4b3bf893f964a520807f25e3,-360,51.041151,-114.139667,Department Store,Calgary,CA,21:32:12,2012407,7/4/2012 21:32,Shop & Service,7,51.01945284,-114.133794,8,8,3,7/4/2012 21:32,7/4/2012 15:32
5238,50019,4e1dfc8f6284d5831b40018b,-360,51.046598,-114.067877,City,Calgary,CA,22:00:53,2012407,7/4/2012 22:00,Outdoors & Recreation,3,51.04521019,-114.0721947,5,3,-1,7/4/2012 22:00,7/4/2012 16:00
3461,27335,4f5b05fde4b05cfda443ec9e,-360,51.027092,-114.116051,Home (private),Calgary,CA,22:32:33,2012407,7/4/2012 22:32,Residence,7,51.01945284,-114.133794,5,3,-1,7/4/2012 22:32,7/4/2012 16:32
6836,117374,4ec5b3a36da1d1092c84470e,-360,51.016069,-113.96362,Home (private),Calgary,CA,0:12:12,2012408,8/4/2012 0:12,Residence,0,51.07113762,-113.9839832,4,4,-1,8/4/2012 0:12,7/4/2012 18:12
4177,37039,4ca29dbaf832a1cd07da96e5,-360,50.9992,-114.073191,Electronics Store,Calgary,CA,0:21:06,2012408,8/4/2012 0:21,Shop & Service,2,50.9840273,-114.0676628,6,0,-1,8/4/2012 0:21,7/4/2012 18:21
4178,37039,4b0586edf964a5202c7622e3,-360,50.996634,-114.073963,Mall,Calgary,CA,0:36:52,2012408,8/4/2012 0:36,Shop & Service,2,50.9840273,-114.0676628,6,0,-1,8/4/2012 0:36,7/4/2012 18:36
5750,76333,4b141699f964a520229d23e3,-360,51.023975,-114.108795,Coffee Shop,Calgary,CA,1:03:23,2012408,8/4/2012 1:03,Drink,7,51.01945284,-114.133794,6,7,-1,8/4/2012 1:03,7/4/2012 19:03
7253,133809,4d563f3e9e508cfa7f210b9b,-360,51.062714,-113.952671,Home (private),Calgary,CA,1:04:50,2012408,8/4/2012 1:04,Residence,0,51.07113762,-113.9839832,6,3,-1,8/4/2012 1:04,7/4/2012 19:04
8236,188592,4b19ef4ef964a52052e623e3,-360,51.031648,-114.071571,Pub,Calgary,CA,1:10:48,2012408,8/4/2012 1:10,Nightlife Spot,3,51.04521019,-114.0721947,4,3,7,8/4/2012 1:10,7/4/2012 19:10
